template_code,account_code,account_name,parent_account_code,level_no,class_code,class_name,source_subaccount_code,source_subaccount_name,normal_balance,allow_manual_posting,is_control_account_default,account_type_code,notes,is_active_default
ohada_syscohada_v1,602,PURCHASES OF RAW MATERIALS AND RELATED STORES,60,2,6,Ordinary Activity Expenses,60,PURCHASES AND STOCK VARIATIONS,DEBIT,false,false,expense,,true
ohada_syscohada_v1,603,VARIATIONS OF STOCKS OF ITEMS BOUGHT,60,2,6,Ordinary Activity Expenses,60,PURCHASES AND STOCK VARIATIONS,DEBIT,false,false,expense,,true
ohada_syscohada_v1,604,PURCHASES OF STORED CONSUMABLE MATERIALS AND STORES,60,2,6,Ordinary Activity Expenses,60,PURCHASES AND STOCK VARIATIONS,DEBIT,false,false,expense,,true
ohada_syscohada_v1,605,OTHER PURCHASES,60,2,6,Ordinary Activity Expenses,60,PURCHASES AND STOCK VARIATIONS,DEBIT,false,false,expense,,true
ohada_syscohada_v1,608,PURCHASES OF CONTAINERS,60,2,6,Ordinary Activity Expenses,60,PURCHASES AND STOCK VARIATIONS,DEBIT,false,false,expense,,true
ohada_syscohada_v1,612,TRANSPORTS ON SALES (CARRIAGE OUTWARDS),61,2,6,Ordinary Activity Expenses,61,TRANSPORT EXPENSES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,613,TRANSPORT ON ACCOUNT OF THIRD PARTIES,61,2,6,Ordinary Activity Expenses,61,TRANSPORT EXPENSES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,616,TRANSPORT OF MAILS AND PARCELS,61,2,6,Ordinary Activity Expenses,61,TRANSPORT EXPENSES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,618,OTHER TRANSPORT EXPENSES,61,2,6,Ordinary Activity Expenses,61,TRANSPORT EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,621,GENERAL SUB? CONTRACTS,62,2,6,Ordinary Activity Expenses,62,EXTERNAL SERVICES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,622,HIRING AND RENTAL EXPENSES,62,2,6,Ordinary Activity Expenses,62,EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,623,LEASING AND RELATED CONTRACTS ROYALTIES,62,2,6,Ordinary Activity Expenses,62,EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,624,"SERVICING, MAINTENANCE AND REPAIRS",62,2,6,Ordinary Activity Expenses,62,EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,625,INSURANCE PREMIUMS,62,2,6,Ordinary Activity Expenses,62,EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,626,"STUDIES, RESEARCH AND DOCUMENTATION WORKS",62,2,6,Ordinary Activity Expenses,62,EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,627,"ADVERTISING, PUBLISHING AND PUBLIC RELATIONS",62,2,6,Ordinary Activity Expenses,62,EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,628,TELECOMMUNICATION EXPENSES,62,2,6,Ordinary Activity Expenses,62,EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,631,BANK CHARGES,63,2,6,Ordinary Activity Expenses,63,OTHER EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,632,INTERMEDIARY AND CONSULTANCY REMUNERATIONS,63,2,6,Ordinary Activity Expenses,63,OTHER EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,633,PERSONNEL TRAINING EXPENSES,63,2,6,Ordinary Activity Expenses,63,OTHER EXTERNAL SERVICES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,634,"ROYALTIES FOR LICENSES, PATENTS, TRADEMARKS, SOFTWARE AND SIMILAR RIGHTS",63,2,6,Ordinary Activity Expenses,63,OTHER EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,635,CONTRIBUTIONS,63,2,6,Ordinary Activity Expenses,63,OTHER EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,637,EXTERNAL PERSONNEL REMUNERATIONS,63,2,6,Ordinary Activity Expenses,63,OTHER EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,638,OTHER EXTERNAL EXPENSES,63,2,6,Ordinary Activity Expenses,63,OTHER EXTERNAL SERVICES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,641,DIRECT TAXES AND RATES,64,2,6,Ordinary Activity Expenses,64,TAXES AND RATES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,645,INDIRECT TAXES AND RATES,64,2,6,Ordinary Activity Expenses,64,TAXES AND RATES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,646,Registration duties,64,2,6,Ordinary Activity Expenses,64,TAXES AND RATES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,647,FISCAL FINES AND PENALTIES,64,2,6,Ordinary Activity Expenses,64,TAXES AND RATES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,648,OTHER TAXES AND RATES,64,2,6,Ordinary Activity Expenses,64,TAXES AND RATES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,651,LOSSES ON TRADE AND OTHER DEBTORS,65,2,6,Ordinary Activity Expenses,65,OTHER EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,652,SHARE OF PROFITS OR LOSSES ON JOINT TRANSACTIONS,65,2,6,Ordinary Activity Expenses,65,OTHER EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,654,BOOK VALUES OF CURRENT DISPOSALS OF FIXED ASSETS,65,2,6,Ordinary Activity Expenses,65,OTHER EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,656,EXCHANGE LOSSES ON TRADE DEBTS AND CREDITS,65,2,6,Ordinary Activity Expenses,65,OTHER EXPENSES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,657,FISCAL FINES AND PENALTIES,65,2,6,Ordinary Activity Expenses,65,OTHER EXPENSES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,658,SUNDRY EXPENSES,65,2,6,Ordinary Activity Expenses,65,OTHER EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,659,IMPAIRMENT LOSSES AND PROVISIONS FOR OPERATING SHORT TERM RISKS,65,2,6,Ordinary Activity Expenses,65,OTHER EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,661,DIRECT REMUNERATION PAID TO NATIONALS,66,2,6,Ordinary Activity Expenses,66,PERSONNEL EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,662,DIRECT REMUNERATIONS PAID TO FOREIGNERS,66,2,6,Ordinary Activity Expenses,66,PERSONNEL EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,663,FLAT ALLOWANCES PAID TO PERSONNEL,66,2,6,Ordinary Activity Expenses,66,PERSONNEL EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,664,SOCIAL EXPENSES,66,2,6,Ordinary Activity Expenses,66,PERSONNEL EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,666,REMUNERATIONS AND SOCIAL EXPENSES OF THE SOLE TRADER,66,2,6,Ordinary Activity Expenses,66,PERSONNEL EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,667,EXTERNAL PERSONNEL TRANSFERRED REMUNERATIONS,66,2,6,Ordinary Activity Expenses,66,PERSONNEL EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,668,OTHER SOCIAL EXPENSES,66,2,6,Ordinary Activity Expenses,66,PERSONNEL EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,671,INTERESTS ON LOANS,67,2,6,Ordinary Activity Expenses,67,FINANCIAL EXPENSES AND RELATED CHARGES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,672,INTEREST IN LEASING ROYALTIES,67,2,6,Ordinary Activity Expenses,67,FINANCIAL EXPENSES AND RELATED CHARGES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,673,CASH DISCOUNTS GRANTED,67,2,6,Ordinary Activity Expenses,67,FINANCIAL EXPENSES AND RELATED CHARGES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,674,OTHER INTERESTS,67,2,6,Ordinary Activity Expenses,67,FINANCIAL EXPENSES AND RELATED CHARGES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,675,DISCOUNTS ON TRADE BILLS,67,2,6,Ordinary Activity Expenses,67,FINANCIAL EXPENSES AND RELATED CHARGES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,676,FINANCIAL LOSSES ON EXCHANGE,67,2,6,Ordinary Activity Expenses,67,FINANCIAL EXPENSES AND RELATED CHARGES,DEBIT,true,false,expense,,true
ohada_syscohada_v1,677,LOSSES ON MARKETABLE SECURITIES,67,2,6,Ordinary Activity Expenses,67,FINANCIAL EXPENSES AND RELATED CHARGES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,678,LOSSES AND EXPENSES ON FINANCIAL RISKS,67,2,6,Ordinary Activity Expenses,67,FINANCIAL EXPENSES AND RELATED CHARGES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,679,IMPAIRMENT LOSSES AND PROVISIONS FOR FINANCIAL S.T RISKS,67,2,6,Ordinary Activity Expenses,67,FINANCIAL EXPENSES AND RELATED CHARGES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,681,OPERATING DEPRECIATION EXPENSES,68,2,6,Ordinary Activity Expenses,68,DEPRECIATION EXPENSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,691,OPERATING PROVISION EXPENSES AND IMPAIRMENT LOSSES,69,2,6,Ordinary Activity Expenses,69,PROVISION EXPENSES AND IMPAIRMENT LOSSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,697,FINANCIAL PROVISIONS AND IMPAIRMENT LOSSES,69,2,6,Ordinary Activity Expenses,69,PROVISION EXPENSES AND IMPAIRMENT LOSSES,DEBIT,false,false,expense,,true
ohada_syscohada_v1,701,SALES OF GOODS,70,2,7,Ordinary Activity Revenues,70,SALES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,702,SALES OF FINISHED PRODUCTS,70,2,7,Ordinary Activity Revenues,70,SALES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,703,SALES OF INTERMEDIATE PRODUCTS,70,2,7,Ordinary Activity Revenues,70,SALES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,704,SALES OF RESIDUAL PRODUCTS,70,2,7,Ordinary Activity Revenues,70,SALES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,705,WORKS INVOICED,70,2,7,Ordinary Activity Revenues,70,SALES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,706,SERVICES SOLD,70,2,7,Ordinary Activity Revenues,70,SALES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,707,ACCESSORY REVENUES,70,2,7,Ordinary Activity Revenues,70,SALES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,711,FOR PRODUCTS FOR EXPORTATION,71,2,7,Ordinary Activity Revenues,71,OPERATING SUBSIDIES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,712,FOR IMPORTED PRODUCTS,71,2,7,Ordinary Activity Revenues,71,OPERATING SUBSIDIES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,713,FOR EQUALIZATION PRODUCTS,71,2,7,Ordinary Activity Revenues,71,OPERATING SUBSIDIES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,718,OTHER OPERATING SUBSIDIES,71,2,7,Ordinary Activity Revenues,71,OPERATING SUBSIDIES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,721,INTANGIBLE FIXED ASSETS,72,2,7,Ordinary Activity Revenues,72,SELF-CONSTRUCTED ASSETS,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,722,TANGIBLE FIXED ASSETS,72,2,7,Ordinary Activity Revenues,72,SELF-CONSTRUCTED ASSETS,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,724,SELF CONSUMED PRODUCTION,72,2,7,Ordinary Activity Revenues,72,SELF-CONSTRUCTED ASSETS,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,726,FINANCIAL FIXED ASSETS,72,2,7,Ordinary Activity Revenues,72,SELF-CONSTRUCTED ASSETS,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,734,VARIATIONS OF STOCK OF PRODUCTS IN PROCESS,73,2,7,Ordinary Activity Revenues,73,VARIATION OF STOCKS OF ITEMS AND SERVICES PRODUCED,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,735,VARIATIONS OF SERVICES INPROCESS,73,2,7,Ordinary Activity Revenues,73,VARIATION OF STOCKS OF ITEMS AND SERVICES PRODUCED,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,736,VARIATIONS OF STOCKS OF FINISHED PRODUCTS,73,2,7,Ordinary Activity Revenues,73,VARIATION OF STOCKS OF ITEMS AND SERVICES PRODUCED,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,737,VARIATIONS OF STOCKS OF INTERMEDIARY AND RESIDUAL PRODUCTS,73,2,7,Ordinary Activity Revenues,73,VARIATION OF STOCKS OF ITEMS AND SERVICES PRODUCED,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,751,PROFITS FROM TRADE DEBTS AND OTHER DEBTORS,75,2,7,Ordinary Activity Revenues,75,OTHER REVENUES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,752,SHARE OF PROFIT OR LOSS ON JOINT TRANSACTIONS,75,2,7,Ordinary Activity Revenues,75,OTHER REVENUES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,754,INCOMES FROM CURRENT DISPOSALS OF FIXED ASSETS,75,2,7,Ordinary Activity Revenues,75,OTHER REVENUES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,756,EXCHANGE GAINS ON TRADE CREDITS AND DEBTS,75,2,7,Ordinary Activity Revenues,75,OTHER REVENUES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,758,SUNDRY REVENUES,75,2,7,Ordinary Activity Revenues,75,OTHER REVENUES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,759,IMPAIRMENT LOSSES AND PROVISIONS FOR OPERATING SHORT TERM RISKS WRITTEN BACK,75,2,7,Ordinary Activity Revenues,75,OTHER REVENUES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,771,INTERESTS FROM LOANS AND SUNDRY DEBTS,77,2,7,Ordinary Activity Revenues,77,FINANCIAL AND RELATED REVENUES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,772,REVENUES FROM EQUITY INVESTMENTS AND OTHER L.T SECURITIES,77,2,7,Ordinary Activity Revenues,77,FINANCIAL AND RELATED REVENUES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,773,CASH DISCOUNTS RECEIVED,77,2,7,Ordinary Activity Revenues,77,FINANCIAL AND RELATED REVENUES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,774,REVENUES FROM INVESTMENTS,77,2,7,Ordinary Activity Revenues,77,FINANCIAL AND RELATED REVENUES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,775,INTERESTS IN LEASING ROYALTIES,77,2,7,Ordinary Activity Revenues,77,FINANCIAL AND RELATED REVENUES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,776,FINANCIAL EXCHANGE GAINS,77,2,7,Ordinary Activity Revenues,77,FINANCIAL AND RELATED REVENUES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,777,PROFITS FROM DISPOSALS OF MARKETABLE SECURITIES,77,2,7,Ordinary Activity Revenues,77,FINANCIAL AND RELATED REVENUES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,778,GAINS FROM FINANCIAL RISKS,77,2,7,Ordinary Activity Revenues,77,FINANCIAL AND RELATED REVENUES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,779,IMPAIRMENT LOSSES AND PROVISIONS FOR S.T FINANCIAL RISKS WRITTEN BACK,77,2,7,Ordinary Activity Revenues,77,FINANCIAL AND RELATED REVENUES,CREDIT,false,false,revenue,,true
ohada_syscohada_v1,781,TRANSFER OF OPERATING EXPENSES,78,2,7,Ordinary Activity Revenues,78,TRANSFERS OF EXPENSES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,787,TRANSFER OF FINANCIAL EXPENSES,78,2,7,Ordinary Activity Revenues,78,TRANSFERS OF EXPENSES,CREDIT,true,false,revenue,,true
ohada_syscohada_v1,791,OPERATING PROVISIONS AND IMPAIRMENT LOSSES WRITTEN BACK,79,2,7,Ordinary Activity Revenues,79,"PROVISION EXPENSES, IMPAIRMENT LOSSES AND OTHERS WRITTEN BACK",CREDIT,false,false,revenue,,true
ohada_syscohada_v1,797,FINANCIAL PROVISIONS AND IMPAIRMENT LOSSES WRITTEN BACK,79,2,7,Ordinary Activity Revenues,79,"PROVISION EXPENSES, IMPAIRMENT LOSSES AND OTHERS WRITTEN BACK",CREDIT,false,false,revenue,,true
ohada_syscohada_v1,798,DEPRECIATIONS WRITTEN BACK,79,2,7,Ordinary Activity Revenues,79,"PROVISION EXPENSES, IMPAIRMENT LOSSES AND OTHERS WRITTEN BACK",CREDIT,true,false,revenue,,true
ohada_syscohada_v1,799,INVESTMENT SUBVENTIONS WRITTEN BACK,79,2,7,Ordinary Activity Revenues,79,"PROVISION EXPENSES, IMPAIRMENT LOSSES AND OTHERS WRITTEN BACK",CREDIT,true,false,revenue,,true
ohada_syscohada_v1,811,INTANGIBLE FIXED ASSETS,81,2,8,Off Ordinary Activity Revenues and Expenses,81,ACCOUNTING VALUES OF DISPOSALS OF FIXED ASSETS,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,812,TANGIBLE FIXED ASSETS,81,2,8,Off Ordinary Activity Revenues and Expenses,81,ACCOUNTING VALUES OF DISPOSALS OF FIXED ASSETS,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,816,FINANCIAL FIXED ASSETS,81,2,8,Off Ordinary Activity Revenues and Expenses,81,ACCOUNTING VALUES OF DISPOSALS OF FIXED ASSETS,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,821,INTANGIBLE FIXED ASSETS,82,2,8,Off Ordinary Activity Revenues and Expenses,82,REVENUES FROM THE DISPOSALS OF FIXED ASSETS,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,822,TANGIBLE FIXED ASSETS,82,2,8,Off Ordinary Activity Revenues and Expenses,82,REVENUES FROM THE DISPOSALS OF FIXED ASSETS,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,826,FINANCIAL FIXED ASSETS,82,2,8,Off Ordinary Activity Revenues and Expenses,82,REVENUES FROM THE DISPOSALS OF FIXED ASSETS,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,831,E.O.A EXPENSES RECOGNISED,83,2,8,Off Ordinary Activity Revenues and Expenses,83,EXTRAORDINARY ACTIVITY EXPENSES,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,833,EXPENSES RELATING TO RESTRUCTURING OPERATIONS,83,2,8,Off Ordinary Activity Revenues and Expenses,83,EXTRAORDINARY ACTIVITY EXPENSES,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,834,E.O.A LOSSES ON DEBTS,83,2,8,Off Ordinary Activity Revenues and Expenses,83,EXTRAORDINARY ACTIVITY EXPENSES,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,835,GIFTS AND DONATIONS GRANTED,83,2,8,Off Ordinary Activity Revenues and Expenses,83,EXTRAORDINARY ACTIVITY EXPENSES,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,836,DEBT WRITE-OFFS GRANTED,83,2,8,Off Ordinary Activity Revenues and Expenses,83,EXTRAORDINARY ACTIVITY EXPENSES,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,837,EXPENSES RELATED TO LIQUIDATION OPERATIONS,83,2,8,Off Ordinary Activity Revenues and Expenses,83,EXTRAORDINARY ACTIVITY EXPENSES,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,839,E.O.A IMPAIRMENT LOSSES AND PROVISIONS FOR S.T RISKS,83,2,8,Off Ordinary Activity Revenues and Expenses,83,EXTRAORDINARY ACTIVITY EXPENSES,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,841,E.O.A REVENUES RECOGNISED,84,2,8,Off Ordinary Activity Revenues and Expenses,84,EXTRAORDINARY ACTIVITY REVENUES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,843,REVENUES RELATED TO LIQUIDATION OPERATIONS,84,2,8,Off Ordinary Activity Revenues and Expenses,84,EXTRAORDINARY ACTIVITY REVENUES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,844,E.O.A INDEMNITIES AND SUBVENTIONS (agricultural entities),84,2,8,Off Ordinary Activity Revenues and Expenses,84,EXTRAORDINARY ACTIVITY REVENUES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,845,GIFTS AND DONATIONS RECEIVED,84,2,8,Off Ordinary Activity Revenues and Expenses,84,EXTRAORDINARY ACTIVITY REVENUES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,846,DEBT WRITE-OFFS OBTAINED,84,2,8,Off Ordinary Activity Revenues and Expenses,84,EXTRAORDINARY ACTIVITY REVENUES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,847,REVENUES RELATED TO LIQUIDATION OPERATIONS,84,2,8,Off Ordinary Activity Revenues and Expenses,84,EXTRAORDINARY ACTIVITY REVENUES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,848,TRANSFER OF E.O.A EXPENSES,84,2,8,Off Ordinary Activity Revenues and Expenses,84,EXTRAORDINARY ACTIVITY REVENUES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,849,E.O.A IMPAIRMENT LOSSES AND PROVISIONS FOR S.T RISKS WRITTEN BACK,84,2,8,Off Ordinary Activity Revenues and Expenses,84,EXTRAORDINARY ACTIVITY REVENUES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,851,ENDOWMENTS FOR REGULATED PROVISIONS,85,2,8,Off Ordinary Activity Revenues and Expenses,85,EXTRAORDINARY ACTIVITY ENDOWMENTS,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,852,E.O.A DEPRECIATIONS CHARGES,85,2,8,Off Ordinary Activity Revenues and Expenses,85,EXTRAORDINARY ACTIVITY ENDOWMENTS,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,853,E.O.A IMPAIRMENT LOSSES,85,2,8,Off Ordinary Activity Revenues and Expenses,85,EXTRAORDINARY ACTIVITY ENDOWMENTS,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,854,E.O.A PROVISIONS FOR RISKS AND EXPENSES,85,2,8,Off Ordinary Activity Revenues and Expenses,85,EXTRAORDINARY ACTIVITY ENDOWMENTS,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,858,OTHER E.O.A ENDOWMENTS,85,2,8,Off Ordinary Activity Revenues and Expenses,85,EXTRAORDINARY ACTIVITY ENDOWMENTS,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,861,REGULATED PROVISIONS WRITTEN BACK,86,2,8,Off Ordinary Activity Revenues and Expenses,86,EXTRAORDINARY ACTIVITY WRITE OFFS,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,862,E.O.A DEPRECIATIONS WRITTEN BACK,86,2,8,Off Ordinary Activity Revenues and Expenses,86,EXTRAORDINARY ACTIVITY WRITE OFFS,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,863,E.O.A IMPAIRMENT LOSSES WRITTEN BACK,86,2,8,Off Ordinary Activity Revenues and Expenses,86,EXTRAORDINARY ACTIVITY WRITE OFFS,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,864,E.O.A PROVISIONS FOR RISKS AND EXPENSES WRITTEN BACK,86,2,8,Off Ordinary Activity Revenues and Expenses,86,EXTRAORDINARY ACTIVITY WRITE OFFS,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,868,OTHER E.O.A ITEMS WRITTEN BACK,86,2,8,Off Ordinary Activity Revenues and Expenses,86,EXTRAORDINARY ACTIVITY WRITE OFFS,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,871,LEGAL PROFITS SHARING SCHEME,87,2,8,Off Ordinary Activity Revenues and Expenses,87,WORKERS’ PROFIT-SHARING SCHEME,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,874,CONTRACTUAL PROFIT-SHARING SCHEME,87,2,8,Off Ordinary Activity Revenues and Expenses,87,WORKERS’ PROFIT-SHARING SCHEME,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,878,OTHER PROFIT-SHARING SCHEMES,87,2,8,Off Ordinary Activity Revenues and Expenses,87,WORKERS’ PROFIT-SHARING SCHEME,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,881,STATE,88,2,8,Off Ordinary Activity Revenues and Expenses,88,COMPENSATORY SUBSIDIES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,884,MUNICIPALITIES,88,2,8,Off Ordinary Activity Revenues and Expenses,88,COMPENSATORY SUBSIDIES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,886,GROUP COMPANIES,88,2,8,Off Ordinary Activity Revenues and Expenses,88,COMPENSATORY SUBSIDIES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,888,OTHERS,88,2,8,Off Ordinary Activity Revenues and Expenses,88,COMPENSATORY SUBSIDIES,CREDIT,true,false,other_revenue,,true
ohada_syscohada_v1,891,TAX ON NET INCOME OF THE PERIOD,89,2,8,Off Ordinary Activity Revenues and Expenses,89,INCOME TAX,DEBIT,false,false,other_expense,,true
ohada_syscohada_v1,892,TAX ARREARS ON PREVIOUS NET INCOME,89,2,8,Off Ordinary Activity Revenues and Expenses,89,INCOME TAX,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,895,FISCAL MINIMUM TAX (F.M.T),89,2,8,Off Ordinary Activity Revenues and Expenses,89,INCOME TAX,DEBIT,true,false,other_expense,,true
ohada_syscohada_v1,899,TAX REBATES AND RELIEFS ON PREVIOUS NET INCOME,89,2,8,Off Ordinary Activity Revenues and Expenses,89,INCOME TAX,DEBIT,false,false,other_expense,,true
ohada_syscohada_v1,901,FINANCING CONTINENT ASSETS,90,2,9,Contingency and Management Accounts,90,CONTINGENT ASSETS AND LIABILITIES,DEBIT,false,false,contingency_management,,true
ohada_syscohada_v1,902,GUARANTEE CONTINGENT ASSETS,90,2,9,Contingency and Management Accounts,90,CONTINGENT ASSETS AND LIABILITIES,DEBIT,false,false,contingency_management,,true
ohada_syscohada_v1,903,MUTUAL CONTINGENCIES,90,2,9,Contingency and Management Accounts,90,CONTINGENT ASSETS AND LIABILITIES,DEBIT,false,false,contingency_management,,true
ohada_syscohada_v1,904,OTHER CONTINGENT ASSETS,90,2,9,Contingency and Management Accounts,90,CONTINGENT ASSETS AND LIABILITIES,DEBIT,false,false,contingency_management,,true
ohada_syscohada_v1,905,FINANCING CONTINGENT LIABILITIES,90,2,9,Contingency and Management Accounts,90,CONTINGENT ASSETS AND LIABILITIES,DEBIT,false,false,contingency_management,,true
ohada_syscohada_v1,906,GUARANTEE CONTINGENT LIABILITIES,90,2,9,Contingency and Management Accounts,90,CONTINGENT ASSETS AND LIABILITIES,DEBIT,false,false,contingency_management,,true
ohada_syscohada_v1,907,MUTUAL CONTINGENCIES,90,2,9,Contingency and Management Accounts,90,CONTINGENT ASSETS AND LIABILITIES,DEBIT,false,false,contingency_management,,true
